timeElapsed,angle,buzzerOn
311037.0,0.0,0
311324.0,-3.41,0
311612.0,1.36,0
311898.0,-0.66,0
312186.0,-1.38,0
312473.0,0.0,0
312759.0,-0.67,0
313047.0,-1.35,0
313335.0,0.0,0
313621.0,0.0,0
313907.0,-1.29,0
314195.0,-0.66,0
314483.0,-1.36,0
314771.0,1.35,0
315056.0,-2.69,0
315344.0,0.66,0
315631.0,0.68,0
315917.0,-0.67,0
316205.0,-2.66,0
316493.0,0.67,0
316780.0,-2.1,0
317067.0,-1.33,0
317354.0,-11.04,0
317643.0,0.0,0
317930.0,-2.07,0
318217.0,-0.66,0
318504.0,0.0,0
318791.0,-1.35,0
319079.0,-1.32,0
319366.0,-2.05,0
319654.0,-0.67,0
319941.0,-1.33,0
320228.0,-1.35,0
320516.0,-0.67,0
320804.0,0.67,0
321091.0,-2.0,0
321377.0,-2.0,0
321665.0,-0.66,0
321953.0,-1.36,0
322241.0,-0.67,0
322528.0,-0.67,0
322815.0,-0.67,0
323103.0,-2.05,0
323391.0,-0.67,0
323678.0,-0.69,0
323966.0,0.66,0
324253.0,-1.36,0
324540.0,0.67,0
324826.0,-0.67,0
325114.0,-2.73,0
325402.0,0.0,0
325688.0,-1.38,0
325975.0,-0.66,0
326263.0,-0.67,0
326551.0,-2.02,0
326838.0,0.0,0
327125.0,-1.35,0
327412.0,0.0,0
327699.0,0.0,0
327985.0,-0.67,0
328273.0,-2.0,0
328560.0,0.67,0
328846.0,-2.05,0
329134.0,0.0,0
329421.0,-0.67,0
329709.0,0.0,0
329994.0,0.67,0
330281.0,-1.35,0
330569.0,0.0,0
330856.0,-0.66,0
331143.0,-1.32,0
331430.0,0.0,0
331717.0,-2.05,0
332004.0,-2.02,0
332292.0,0.0,0
332578.0,-0.67,0
332866.0,-2.73,0
333153.0,0.0,0
333440.0,-0.66,0
333728.0,-0.66,0
334015.0,0.0,0
334301.0,-0.66,0
334589.0,-2.0,0
334877.0,-2.0,0
335165.0,-1.33,0
335451.0,-1.35,0
335739.0,-0.67,0
336027.0,-0.66,0
336314.0,-1.36,0
336601.0,0.0,0
336888.0,-1.33,0
337176.0,-0.67,0
337463.0,-2.02,0
337751.0,-1.33,0
338038.0,-2.73,0
338326.0,0.0,0
338612.0,-0.67,0
338900.0,-0.67,0
339187.0,0.0,0
339474.0,-0.69,0
339761.0,-1.35,0
340049.0,-1.36,0
